item_id,instrument,alpha,key,is_reverse_keyed,text,construct_reported,text.1,text_norm,is_empty
it_100351,6FPQ,0.67,-1,True,Put down others' proposals.,Adaptability,,,True
it_100352,6FPQ,0.75,-1,True,Put little time and effort into my work.,Industriousness/Perseverance/Persistence,,,True
it_100353,6FPQ,0.74,-1,True,Put on a show to impress people.,Unpretentiousness,,,True
it_100354,6FPQ,0.7,1,False,Put up with anything.,Docility,,,True
it_100355,6FPQ,0.75,1,False,Put work above pleasure.,Industriousness/Perseverance/Persistence,,,True
it_100356,6FPQ,0.87,1,False,Rarely complain.,Calmness,,,True
it_100357,6FPQ,0.87,1,False,Rarely get irritated.,Calmness,,,True
it_100358,6FPQ,0.8,-1,True,Rarely look for a deeper meaning in things.,Intellectual Openness,,,True
it_100359,6FPQ,0.87,1,False,Rarely lose my composure.,Calmness,,,True
it_100360,6FPQ,0.76,1,False,Remain calm under pressure.,Deliberateness,,,True
it_100361,6FPQ,0.61,1,False,Respect authority.,Conservatism,,,True
it_100362,6FPQ,0.76,-1,True,Rush into things.,Deliberateness,,,True
it_100363,6FPQ,0.69,1,False,Sail my own course.,Independence,,,True
it_100364,6FPQ,0.85,1,False,See myself as a good leader.,Leadership,,,True
it_100365,6FPQ,0.7,1,False,Seek adventure.,Adventurousness,,,True
it_100366,6FPQ,0.74,-1,True,Seek status.,Unpretentiousness,,,True
it_100367,6FPQ,0.69,-1,True,Seek support.,Independence,,,True
it_100368,6FPQ,0.87,1,False,Seldom get mad.,Calmness,,,True
it_100369,6FPQ,0.82,-1,True,Shirk my duties.,Achievement-striving,,,True
it_100370,6FPQ,0.82,1,False,Show a mastery of language.,Comprehension,,,True
it_100371,6FPQ,0.87,-1,True,Snap at people.,Calmness,,,True
it_100372,6FPQ,0.82,1,False,Spend a lot of time reading.,Comprehension,,,True
it_100373,6FPQ,0.87,1,False,Start conversations.,Gregariousness,,,True
it_100374,6FPQ,0.76,1,False,Take care of my own affairs.,Deliberateness,,,True
it_100375,6FPQ,0.73,1,False,Take things as they come.,Agreeableness,,,True
it_100376,6FPQ,0.59,-1,True,Talk about my worries.,Self-Sufficiency,,,True
it_100377,6FPQ,0.87,1,False,Talk to a lot of different people at parties.,Gregariousness,,,True
it_100378,6FPQ,0.73,1,False,Tolerate a lot from others.,Agreeableness,,,True
it_100379,6FPQ,0.8,-1,True,Try to avoid complex people.,Intellectual Openness,,,True
it_100380,6FPQ,0.7,1,False,Try to do too difficult things.,Adventurousness,,,True
it_100381,6FPQ,0.73,1,False,Try to forgive and forget.,Agreeableness,,,True
it_100382,6FPQ,0.74,-1,True,Try to impress others.,Unpretentiousness,,,True
it_100383,6FPQ,0.85,1,False,Try to lead others.,Leadership,,,True
it_100384,6FPQ,0.85,-1,True,Wait for others to lead the way.,Leadership,,,True
it_100385,6FPQ,0.78,1,False,Want everything to be just right.,Methodicalness,,,True
it_100386,6FPQ,0.61,1,False,Want things to proceed according to plan.,Conservatism,,,True
it_100387,6FPQ,0.74,-1,True,Want to amount to something special in others' eyes.,Unpretentiousness,,,True
it_100388,6FPQ,0.85,1,False,Want to be in charge.,Leadership,,,True
it_100389,6FPQ,0.69,-1,True,Want to be liked.,Independence,,,True
it_100390,6FPQ,0.67,-1,True,Want to have the last word.,Adaptability,,,True
it_100391,6FPQ,0.8,1,False,Want to increase my knowledge.,Intellectual Openness,,,True
it_100392,6FPQ,0.87,1,False,Warm up quickly to others.,Gregariousness,,,True
it_100393,6FPQ,0.7,1,False,Will agree to anything.,Docility,,,True
it_100394,6FPQ,0.7,-1,True,Won't take the blame for something that's not my fault.,Docility,,,True
it_100395,6FPQ,0.75,1,False,Work hard.,Industriousness/Perseverance/Persistence,,,True
it_100396,6FPQ,0.74,-1,True,Worry about what people think of me.,Unpretentiousness,,,True
it_100397,6FPQ,0.85,-1,True,Would describe my experiences as somewhat dull.,Extraversion,,,True
it_100398,6FPQ,0.7,1,False,Would like to live for awhile in a different country.,Adventurousness,,,True
it_100399,6FPQ,0.83,1,False,Would make a good actor.,Exhibitionism,,,True
it_100400,6FPQ,0.7,-1,True,Would never go hang-gliding or bungee-jumping.,Adventurousness,,,True
it_100401,6FPQ,0.83,-1,True,Would not be a good comedian.,Exhibitionism,,,True
it_100402,7FACTOR,0.75,-1,True,Act wild and crazy.,Conscientiousness,,,True
it_100403,7FACTOR,0.77,1,False,Am concerned about others.,Agreeableness,,,True
it_100404,7FACTOR,0.86,1,False,Am not easily bothered by things.,Emotional Stability,,,True
it_100405,7FACTOR,0.66,-1,True,Am not highly motivated to succeed.,Attractiveness,,,True
it_100406,7FACTOR,0.84,-1,True,Am not interested in abstract ideas.,Intellect,,,True
it_100407,7FACTOR,0.77,-1,True,Am not interested in other people's problems.,Agreeableness,,,True
it_100408,7FACTOR,0.86,-1,True,Am often down in the dumps.,Emotional Stability,,,True
it_100409,7FACTOR,0.82,1,False,Am open about my feelings.,Extraversion,,,True
it_100410,7FACTOR,0.84,-1,True,Avoid difficult reading material.,Intellect,,,True
it_100411,7FACTOR,0.75,1,False,Believe laws should be strictly enforced.,Conscientiousness,,,True
it_100412,7FACTOR,0.66,1,False,Believe that I am important.,Attractiveness,,,True
it_100413,7FACTOR,0.75,-1,True,Break rules.,Conscientiousness,,,True
it_100414,7FACTOR,0.84,1,False,Carry the conversation to a higher level.,Intellect,,,True
it_100415,7FACTOR,0.72,1,False,Change myself to suit others.,Negative-Valence,,,True
it_100416,7FACTOR,0.72,1,False,Conform to others' opinions.,Negative-Valence,,,True
it_100417,7FACTOR,0.72,1,False,Copy others.,Negative-Valence,,,True
it_100418,7FACTOR,0.72,1,False,Demand attention.,Negative-Valence,,,True
it_100419,7FACTOR,0.75,-1,True,Do crazy things.,Conscientiousness,,,True
it_100420,7FACTOR,0.75,1,False,Do things by the book.,Conscientiousness,,,True
it_100421,7FACTOR,0.75,-1,True,Do things in a half-way manner.,Conscientiousness,,,True
it_100422,7FACTOR,0.66,-1,True,Don't care about dressing nicely.,Attractiveness,,,True
it_100423,7FACTOR,0.66,-1,True,Don't like to get dressed up.,Attractiveness,,,True
it_100424,7FACTOR,0.82,-1,True,Don't talk a lot.,Extraversion,,,True
it_100425,7FACTOR,0.77,1,False,Feel others' emotions.,Agreeableness,,,True
it_100426,7FACTOR,0.77,-1,True,Find fault with everything.,Agreeableness,,,True
it_100427,7FACTOR,0.86,-1,True,Get stressed out easily.,Emotional Stability,,,True
it_100428,7FACTOR,0.66,1,False,Get things done quickly.,Attractiveness,,,True
it_100429,7FACTOR,0.84,1,False,Have a rich vocabulary.,Intellect,,,True
it_100430,7FACTOR,0.77,1,False,Have a soft heart.,Agreeableness,,,True
it_100431,7FACTOR,0.82,-1,True,Have difficulty expressing my feelings.,Extraversion,,,True
it_100432,7FACTOR,0.84,-1,True,Have difficulty understanding abstract ideas.,Intellect,,,True
it_100433,7FACTOR,0.84,1,False,Have excellent ideas.,Intellect,,,True
it_100434,7FACTOR,0.82,-1,True,Hold back my opinions.,Extraversion,,,True
it_100435,7FACTOR,0.77,-1,True,Insult people.,Agreeableness,,,True
it_100436,7FACTOR,0.72,1,False,Interfere in other people's business.,Negative-Valence,,,True
it_100437,7FACTOR,0.75,-1,True,Jump into things without thinking.,Conscientiousness,,,True
it_100438,7FACTOR,0.66,1,False,Keep improving myself.,Attractiveness,,,True
it_100439,7FACTOR,0.66,1,False,Keep myself well-groomed.,Attractiveness,,,True
it_100440,7FACTOR,0.66,-1,True,Know that I am not a special person.,Attractiveness,,,True
it_100441,7FACTOR,0.75,1,False,Like order.,Conscientiousness,,,True
it_100442,7FACTOR,0.66,1,False,Like to tidy up.,Attractiveness,,,True
it_100443,7FACTOR,0.82,1,False,Make friends easily.,Extraversion,,,True
it_100444,7FACTOR,0.77,1,False,Make people feel at ease.,Agreeableness,,,True
it_100445,7FACTOR,0.72,1,False,Need the approval of others.,Negative-Valence,,,True
it_100446,7FACTOR,0.82,1,False,Never at a loss for words.,Extraversion,,,True
it_100447,7FACTOR,0.75,1,False,Pay attention to details.,Conscientiousness,,,True
it_100448,7FACTOR,0.66,-1,True,Pay no attention to my appearance.,Attractiveness,,,True
it_100449,7FACTOR,0.77,-1,True,Put people under pressure.,Agreeableness,,,True
it_100450,7FACTOR,0.84,1,False,Quick to understand things.,Intellect,,,True
it_100451,7FACTOR,0.82,-1,True,Speak softly.,Extraversion,,,True
it_100452,7FACTOR,0.77,1,False,Sympathize with others' feelings.,Agreeableness,,,True
it_100453,7FACTOR,0.77,-1,True,Take advantage of others.,Agreeableness,,,True
it_100454,7FACTOR,0.82,1,False,Take charge.,Extraversion,,,True
it_100455,7FACTOR,0.86,1,False,Take things as they come.,Emotional Stability,,,True
it_100456,7FACTOR,0.72,1,False,Talk mainly about myself.,Negative-Valence,,,True
it_100457,7FACTOR,0.82,1,False,Talk to a lot of different people at parties.,Extraversion,,,True
it_100458,7FACTOR,0.84,-1,True,Try to avoid complex people.,Intellect,,,True
it_100459,7FACTOR,0.75,1,False,Try to follow the rules.,Conscientiousness,,,True
it_100460,7FACTOR,0.72,1,False,Try to impress others.,Negative-Valence,,,True
it_100461,7FACTOR,0.72,1,False,Want to be told I am right.,Negative-Valence,,,True
it_100462,7FACTOR,0.72,1,False,Want to prove myself.,Negative-Valence,,,True
it_100463,7FACTOR,0.84,-1,True,Will not probe deeply into a subject.,Intellect,,,True
it_100464,AB5C,0.83,1,False,Accept people as they are.,Calmness,,,True
it_100465,AB5C,0.75,1,False,Accomplish my work on time.,Conscientiousness,,,True
it_100466,AB5C,0.73,-1,True,Act at the expense of others.,Morality,,,True
it_100467,AB5C,0.85,1,False,Act comfortably with others.,Friendliness,,,True
it_100468,AB5C,0.78,1,False,Act wild and crazy.,Self-disclosure,,,True
it_100469,AB5C,0.84,1,False,Adapt easily to new situations.,Happiness,,,True
it_100470,AB5C,0.73,-1,True,Am a creature of habit.,Cool-headedness,,,True
it_100471,AB5C,0.85,-1,True,Am a very private person.,Friendliness,,,True
it_100472,AB5C,0.76,1,False,Am able to control my cravings.,Moderation,,,True
it_100473,AB5C,0.84,1,False,Am able to find out things by myself.,Quickness,,,True
it_100474,AB5C,0.82,-1,True,Am afraid to draw attention to myself.,Leadership,,,True
it_100475,AB5C,0.75,1,False,Am always busy.,Assertiveness,,,True
it_100476,AB5C,0.76,1,False,Am always in the same mood.,Tranquility,,,True
it_100477,AB5C,0.81,1,False,Am always prepared.,Purposefulness,,,True
it_100478,AB5C,0.73,-1,True,Am attached to conventional ways.,Cool-headedness,,,True
it_100479,AB5C,0.84,1,False,Am calm even in tense situations.,Toughness,,,True
it_100480,AB5C,0.75,1,False,Am careful to avoid making mistakes.,Conscientiousness,,,True
it_100481,AB5C,0.82,1,False,Am comfortable in unfamiliar situations.,Poise,,,True
it_100482,AB5C,0.74,1,False,Am concerned about others.,Sympathy,,,True
it_100483,AB5C,0.74,1,False,Am deeply moved by others' misfortunes.,Sympathy,,,True
it_100484,AB5C,0.84,-1,True,Am easily confused.,Toughness,,,True
it_100485,AB5C,0.81,-1,True,Am easily distracted.,Purposefulness,,,True
it_100486,AB5C,0.86,-1,True,Am easily disturbed.,Stability,,,True
it_100487,AB5C,0.78,-1,True,Am easily excited.,Impulse-Control,,,True
it_100488,AB5C,0.84,-1,True,Am easily frightened.,Toughness,,,True
it_100489,AB5C,0.84,-1,True,Am easily hurt.,Toughness,,,True
it_100490,AB5C,0.84,-1,True,Am easily moved to tears.,Imperturbability,,,True
it_100491,AB5C,0.84,-1,True,Am easily offended.,Toughness,,,True
it_100492,AB5C,0.77,-1,True,Am easily talked into doing silly things.,Cautiousness,,,True
it_100493,AB5C,0.76,1,False,Am easy to satisfy.,Pleasantness,,,True
it_100494,AB5C,0.83,1,False,Am exacting in my work.,Efficiency,,,True
it_100495,AB5C,0.84,-1,True,Am filled with doubts about things.,Happiness,,,True
it_100496,AB5C,0.84,1,False,Am full of ideas.,Ingenuity,,,True
it_100497,AB5C,0.84,1,False,Am good at many things.,Ingenuity,,,True
it_100498,AB5C,0.76,-1,True,Am guided by my moods.,Moderation,,,True
it_100499,AB5C,0.85,-1,True,Am hard to get to know.,Friendliness,,,True
it_100500,AB5C,0.76,-1,True,Am hard to satisfy.,Pleasantness,,,True
it_100501,AB5C,0.81,-1,True,Am indifferent to the feelings of others.,Understanding,,,True
it_100502,AB5C,0.84,1,False,Am interested in people.,Warmth,,,True
it_100503,AB5C,0.72,1,False,Am not afraid of providing criticism.,Provocativeness,,,True
it_100504,AB5C,0.67,-1,True,Am not as strict as I should be.,Rationality,,,True
it_100505,AB5C,0.76,-1,True,Am not bothered by disorder.,Perfectionism,,,True
it_100506,AB5C,0.76,-1,True,Am not bothered by messy people.,Perfectionism,,,True
it_100507,AB5C,0.76,1,False,Am not disturbed by events.,Tranquility,,,True
it_100508,AB5C,0.84,1,False,Am not easily affected by my emotions.,Imperturbability,,,True
it_100509,AB5C,0.86,1,False,Am not easily bothered by things.,Stability,,,True
it_100510,AB5C,0.81,1,False,Am not easily distracted.,Purposefulness,,,True
it_100511,AB5C,0.86,1,False,Am not easily frustrated.,Stability,,,True
it_100512,AB5C,0.76,1,False,Am not easily stirred.,Tranquility,,,True
it_100513,AB5C,0.82,1,False,Am not embarrassed easily.,Poise,,,True
it_100514,AB5C,0.75,-1,True,Am not highly motivated to succeed.,Assertiveness,,,True
it_100515,AB5C,0.7,-1,True,Am not in touch with my feelings.,Empathy,,,True
it_100516,AB5C,0.81,-1,True,Am not interested in other people's problems.,Understanding,,,True
it_100517,AB5C,0.81,-1,True,Am not interested in speculating about things.,Creativity/Originality,,,True
it_100518,AB5C,0.81,-1,True,Am not interested in theoretical discussions.,Creativity/Originality,,,True
it_100519,AB5C,0.76,-1,True,Am not sure where my life is going.,Moderation,,,True
it_100520,AB5C,0.83,-1,True,Am often in a bad mood.,Calmness,,,True
it_100521,AB5C,0.75,-1,True,Am often late to work.,Conscientiousness,,,True
it_100522,AB5C,0.76,1,False,Am on good terms with nearly everyone.,Pleasantness,,,True
it_100523,AB5C,0.85,1,False,Am open about my feelings.,Friendliness,,,True
it_100524,AB5C,0.78,1,False,Am open about myself to others.,Self-disclosure,,,True
it_100525,AB5C,0.76,-1,True,Am quick to judge others.,Pleasantness,,,True
it_100526,AB5C,0.84,1,False,Am quick to understand things.,Quickness,,,True
it_100527,AB5C,0.83,-1,True,Am quiet around strangers.,Gregariousness,,,True
it_100528,AB5C,0.76,1,False,Am relaxed most of the time.,Tranquility,,,True
it_100529,AB5C,0.84,1,False,Am sure of my ground.,Happiness,,,True
it_100530,AB5C,0.76,-1,True,Am swayed by my emotions.,Tranquility,,,True
it_100531,AB5C,0.82,1,False,Am the first to act.,Leadership,,,True
it_100532,AB5C,0.66,-1,True,Amuse myself easily.,Sociability,,,True
it_100533,AB5C,0.7,1,False,Anticipate the needs of others.,Empathy,,,True
it_100534,AB5C,0.78,1,False,Appreciate good manners.,Dutifulness,,,True
it_100535,AB5C,0.81,1,False,Appreciate the viewpoints of others.,Understanding,,,True
it_100536,AB5C,0.81,1,False,Ask questions that nobody else does.,Creativity/Originality,,,True
it_100537,AB5C,0.75,1,False,Automatically take charge.,Assertiveness,,,True
it_100538,AB5C,0.85,-1,True,Avoid contacts with others.,Friendliness,,,True
it_100539,AB5C,0.84,-1,True,Avoid difficult reading material.,Quickness,,,True
it_100540,AB5C,0.81,-1,True,Avoid philosophical discussions.,Creativity/Originality,,,True
it_100541,AB5C,0.78,-1,True,Barge in on conversations.,Impulse-Control,,,True
it_100542,AB5C,0.84,-1,True,Become overwhelmed by events.,Toughness,,,True
it_100543,AB5C,0.78,1,False,Behave properly.,Dutifulness,,,True
it_100544,AB5C,0.74,1,False,Believe crying helps me feel better.,Tenderness,,,True
it_100545,AB5C,0.67,1,False,Believe in a logical answer for everything.,Rationality,,,True
it_100546,AB5C,0.67,1,False,Believe in an eye for an eye.,Rationality,,,True
it_100547,AB5C,0.78,1,False,Believe in the importance of art.,Imagination,,,True
it_100548,AB5C,0.71,-1,True,Believe only in myself.,Nurturance,,,True
it_100549,AB5C,0.74,-1,True,Believe people should fend for themselves.,Sympathy,,,True
it_100550,AB5C,0.67,-1,True,Believe that criminals should receive help rather than punishment,Rationality,,,True
it_100551,AB5C,0.71,-1,True,Believe that I am better than others.,Nurturance,,,True
it_100552,AB5C,0.78,-1,True,Blurt out whatever comes into my mind.,Impulse-Control,,,True
it_100553,AB5C,0.72,1,False,Boast about my virtues.,Provocativeness,,,True
it_100554,AB5C,0.83,-1,True,Bottle up my feelings.,Gregariousness,,,True
it_100555,AB5C,0.73,-1,True,Break rules.,Morality,,,True
it_100556,AB5C,0.84,-1,True,Burst into tears.,Imperturbability,,,True
it_100557,AB5C,0.76,-1,True,Can be stirred up easily.,Tranquility,,,True
it_100558,AB5C,0.81,1,False,Can easily link facts together.,Creativity/Originality,,,True
it_100559,AB5C,0.75,1,False,Can easily push myself forward.,Assertiveness,,,True
it_100560,AB5C,0.84,1,False,Can handle a lot of information.,Quickness,,,True
it_100561,AB5C,0.84,1,False,Can handle complex problems.,Quickness,,,True
it_100562,AB5C,0.84,1,False,Can stand criticism.,Toughness,,,True
it_100563,AB5C,0.72,1,False,Can take strong measures.,Provocativeness,,,True
it_100564,AB5C,0.81,-1,True,Can't be bothered with other's needs.,Understanding,,,True
it_100565,AB5C,0.84,-1,True,Can't come up with new ideas.,Ingenuity,,,True
it_100566,AB5C,0.76,-1,True,Can't concentrate.,Moderation,,,True
it_100567,AB5C,0.66,1,False,Can't do without the company of others.,Sociability,,,True
it_100568,AB5C,0.81,-1,True,Can't make up my mind.,Purposefulness,,,True
it_100569,AB5C,0.71,-1,True,Can't stand being alone.,Introspection/Private Self-Consciousness,,,True
it_100570,AB5C,0.73,-1,True,Can't stand being contradicted.,Cool-headedness,,,True
it_100571,AB5C,0.72,-1,True,Can't stand confrontations.,Provocativeness,,,True
it_100572,AB5C,0.81,1,False,Carry out my plans.,Purposefulness,,,True
it_100573,AB5C,0.84,1,False,Carry the conversation to a higher level.,Ingenuity,,,True
it_100574,AB5C,0.84,1,False,Catch on to things quickly.,Quickness,,,True
it_100575,AB5C,0.81,1,False,Challenge others' points of view.,Creativity/Originality,,,True
it_100576,AB5C,0.86,-1,True,Change my mood a lot.,Stability,,,True
it_100577,AB5C,0.78,1,False,Check over my work.,Dutifulness,,,True
it_100578,AB5C,0.74,1,False,Cherish mementos.,Tenderness,,,True
it_100579,AB5C,0.67,1,False,Come straight to the point.,Rationality,,,True
it_100580,AB5C,0.75,1,False,Come up with a solution right away.,Assertiveness,,,True
